eventTimeUs,eventName,outcome,frameId,streamId,codec,keyFrame,largeFrame,chunkCount,receivedChunks,missingChunks,fecParityPackets,fecRecoveredChunks,nackCount,postNackReceivedChunks,nackRequestedChunks,retransmitReceivedChunks,retransmitDuplicatePackets,emergencyRepairReceivedChunks,emergencyRepairDuplicatePackets,lastPacketSequence,lastPacketChunkIndex,lastRetransmitSequence,lastRetransmitChunkIndex,eventPacketSequence,eventPacketChunkIndex,eventPacketWasRetransmit,eventPacketWasEmergencyRepair,recoveryExpireTimeUs,recoverySlackMs,lastUpdateTimeUs,lastUpdateAgeMs,recentArrivalIntervalMs,likelyArrivalSuppressionCount,likelyArrivalWindowHit,likelyArrivalRecentHit,likelyArrivalTightCadenceHit,likelyArrivalFecParityHit,likelyArrivalFecRecoverableHit,keyTinyLastChanceNackSent,keyTinyLastChanceMissingChunks,keyTinyLastChanceSlackMs,sendTimeUs,firstReceiveTimeUs,ageMs
620208141906,fec-parity,pending,1,1,H.264,1,0,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,620208244209,102.303,620208089209,52.697,0,0,0,0,0,1,0,0,0,0,620208089209,620208134138,7.768
620208141906,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,1,0,2,0,0,0,0,8,2,0,0,0,0,0,0,620208274448,132.542,620208127354,14.552,0,0,0,0,0,0,0,0,0,0,620208119448,620208127354,14.552
620208157386,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,2,0,4,0,0,0,0,8,2,0,0,0,0,0,0,620208274448,117.062,620208127354,30.032,0,0,0,0,0,0,0,0,0,0,620208119448,620208127354,30.032
620208157386,nack-sent,pending,1,1,H.264,1,0,4,1,3,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,620208244209,86.823,620208141906,15.48,52.697,0,0,0,0,1,0,0,0,0,620208089209,620208134138,23.248
620208161523,fec-recovered,pending,1,1,H.264,1,0,4,4,0,1,1,1,2,3,0,0,0,0,3,2,0,0,0,0,0,0,620208244209,82.686,620208161523,0,0.077,0,1,1,1,1,0,0,0,0,620208089209,620208134138,27.385
620208161523,completed,completed,1,1,H.264,1,0,4,4,0,1,1,1,2,3,0,0,0,0,3,2,0,0,0,0,0,0,620208244209,82.686,620208161523,0,0.077,0,1,1,1,1,0,0,0,0,620208089209,620208134138,27.385
620208171321,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,3,0,6,0,0,0,0,8,2,0,0,0,0,0,0,620208274448,103.127,620208127354,43.967,0,0,0,0,0,0,0,0,0,0,620208119448,620208127354,43.967
620208197544,fec-parity,pending,2,1,H.264,1,0,3,2,1,1,0,3,1,6,0,0,0,0,6,0,0,0,0,0,0,0,620208274448,76.904,620208119448,78.096,62.92,0,1,0,0,1,1,0,0,0,620208119448,620208127354,70.19
620208197544,fec-recovered,pending,2,1,H.264,1,0,3,3,0,1,1,3,1,6,0,0,0,0,6,0,0,0,0,0,0,0,620208274448,76.904,620208197544,0,78.096,0,1,1,0,1,0,0,0,0,620208119448,620208127354,70.19
620208197544,completed,completed,2,1,H.264,1,0,3,3,0,1,1,3,1,6,0,0,0,0,6,0,0,0,0,0,0,0,620208274448,76.904,620208197544,0,78.096,0,1,1,0,1,0,0,0,0,620208119448,620208127354,70.19
620208197544,nack-sent,pending,3,1,H.264,1,0,3,1,2,0,0,1,0,2,0,0,0,0,12,0,0,0,0,0,0,0,620208320231,122.687,620208183541,14.003,0,0,0,0,0,0,0,0,0,0,620208165231,620208183541,14.003
620208198332,fec-parity,pending,4,1,H.264,1,0,3,0,3,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,620208190116,8.216,0,0,0,0,0,1,0,0,0,0,620208190116,620208198332,0
