eventTimeUs,eventName,outcome,frameId,streamId,codec,keyFrame,largeFrame,chunkCount,receivedChunks,missingChunks,fecParityPackets,fecRecoveredChunks,nackCount,postNackReceivedChunks,nackRequestedChunks,retransmitReceivedChunks,retransmitDuplicatePackets,emergencyRepairReceivedChunks,emergencyRepairDuplicatePackets,lastPacketSequence,lastPacketChunkIndex,lastRetransmitSequence,lastRetransmitChunkIndex,eventPacketSequence,eventPacketChunkIndex,eventPacketWasRetransmit,eventPacketWasEmergencyRepair,recoveryExpireTimeUs,recoverySlackMs,lastUpdateTimeUs,lastUpdateAgeMs,recentArrivalIntervalMs,likelyArrivalSuppressionCount,likelyArrivalWindowHit,likelyArrivalRecentHit,likelyArrivalTightCadenceHit,likelyArrivalFecParityHit,likelyArrivalFecRecoverableHit,keyTinyLastChanceNackSent,keyTinyLastChanceMissingChunks,keyTinyLastChanceSlackMs,sendTimeUs,firstReceiveTimeUs,ageMs
618775017611,fec-parity,pending,2,1,H.264,1,0,3,0,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,618775004892,12.719,0,0,0,0,0,1,0,0,0,0,618775004892,618775017611,0
618775024214,nack-sent,pending,1,1,H.264,1,0,4,1,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,618775139347,115.133,618774996039,28.175,0,0,0,0,0,0,0,0,0,0,618774984347,618774996039,28.175
618775031037,retransmit-arrived,pending,1,1,H.264,1,0,4,1,3,0,0,1,1,3,1,0,0,0,11,2,11,2,11,2,1,0,618775139347,108.31,618774996039,34.998,0,0,0,0,0,0,0,0,0,0,618774984347,618774996039,34.998
618775031037,nack-sent,pending,2,1,H.264,1,0,3,1,2,1,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,618775159892,128.855,618775024214,6.823,6.603,0,1,1,1,1,0,0,0,0,618775004892,618775017611,13.426
618775043703,fec-parity,pending,1,1,H.264,1,0,4,2,2,1,0,1,1,3,1,0,0,0,3,2,11,2,0,0,0,0,618775139347,95.644,618774984347,59.356,34.998,0,0,0,0,1,0,0,0,0,618774984347,618774996039,47.664
618775043703,nack-sent,pending,1,1,H.264,1,0,4,2,2,1,0,2,1,5,1,0,0,0,3,2,11,2,0,0,0,0,618775139347,95.644,618775043703,0,59.356,0,1,1,0,1,0,0,0,0,618774984347,618774996039,47.664
618775043703,nack-sent,pending,2,1,H.264,1,0,3,1,2,1,0,2,0,4,0,0,0,0,6,0,0,0,0,0,0,0,618775159892,116.189,618775024214,19.489,6.603,0,1,0,1,1,0,0,0,0,618775004892,618775017611,26.092
618775053774,retransmit-arrived,pending,1,1,H.264,1,0,4,2,2,1,0,2,2,5,2,0,0,0,10,1,10,1,10,1,1,0,618775139347,85.573,618775043703,10.071,59.356,0,0,0,0,1,0,0,0,0,618774984347,618774996039,57.735
618775053774,fec-recovered,pending,1,1,H.264,1,0,4,4,0,1,1,2,2,5,2,0,0,0,10,1,10,1,0,0,0,0,618775139347,85.573,618775053774,0,10.071,0,1,1,0,1,0,0,0,0,618774984347,618774996039,57.735
618775053774,completed,completed,1,1,H.264,1,0,4,4,0,1,1,2,2,5,2,0,0,0,10,1,10,1,0,0,0,0,618775139347,85.573,618775053774,0,10.071,0,1,1,0,1,0,0,0,0,618774984347,618774996039,57.735
618775053774,nack-sent,pending,2,1,H.264,1,0,3,1,2,1,0,3,0,6,0,0,0,0,6,0,0,0,0,0,0,0,618775159892,106.118,618775024214,29.56,6.603,0,1,0,1,1,0,0,0,0,618775004892,618775017611,36.163
618775077144,retransmit-arrived,pending,2,1,H.264,1,0,3,1,2,1,0,3,1,6,1,0,1,0,13,1,13,1,13,1,1,1,618775159892,82.748,618775024214,52.93,6.603,0,1,0,1,1,0,0,0,0,618775004892,618775017611,59.533
