eventTimeUs,eventName,outcome,frameId,streamId,codec,keyFrame,largeFrame,chunkCount,receivedChunks,missingChunks,fecParityPackets,fecRecoveredChunks,nackCount,postNackReceivedChunks,nackRequestedChunks,retransmitReceivedChunks,retransmitDuplicatePackets,emergencyRepairReceivedChunks,emergencyRepairDuplicatePackets,lastPacketSequence,lastPacketChunkIndex,lastRetransmitSequence,lastRetransmitChunkIndex,eventPacketSequence,eventPacketChunkIndex,eventPacketWasRetransmit,eventPacketWasEmergencyRepair,recoveryExpireTimeUs,recoverySlackMs,lastUpdateTimeUs,lastUpdateAgeMs,recentArrivalIntervalMs,likelyArrivalSuppressionCount,likelyArrivalWindowHit,likelyArrivalRecentHit,likelyArrivalTightCadenceHit,likelyArrivalFecParityHit,likelyArrivalFecRecoverableHit,keyTinyLastChanceNackSent,keyTinyLastChanceMissingChunks,keyTinyLastChanceSlackMs,sendTimeUs,firstReceiveTimeUs,ageMs
620270597678,completed,completed,1,1,H.264,1,0,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,620270752213,154.535,620270597678,0,0.01,0,1,1,1,0,0,0,0,0,620270597213,620270597518,0.16
620270625351,completed,completed,2,1,H.264,1,0,3,3,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,620270780138,154.787,620270625351,0,0.014,0,1,1,1,0,0,0,0,0,620270625138,620270625276,0.075
620270666623,completed,completed,3,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,620270776391,109.768,620270666623,0,0.014,0,1,1,1,0,0,0,0,0,620270666391,620270666557,0.066
620270705766,completed,completed,4,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,620270815559,109.793,620270705766,0,0.021,0,1,1,1,0,0,0,0,0,620270705559,620270705691,0.075
620270743600,completed,completed,5,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,620270853351,109.751,620270743600,0,0.021,0,1,1,1,0,0,0,0,0,620270743351,620270743521,0.079
620270781817,completed,completed,6,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,620270891604,109.787,620270781817,0,0.015,0,1,1,1,0,0,0,0,0,620270781604,620270781739,0.078
620270823548,completed,completed,7,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,620270933286,109.738,620270823548,0,0.077,0,1,1,1,0,0,0,0,0,620270823286,620270823419,0.129
620270865133,completed,completed,8,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,620270974973,109.84,620270865133,0,0.011,0,1,1,1,0,0,0,0,0,620270864973,620270865078,0.055
620270895760,completed,completed,9,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,620271005581,109.821,620270895760,0,0.014,0,1,1,1,0,0,0,0,0,620270895581,620270895700,0.06
620270934577,completed,completed,10,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,620271044371,109.794,620270934577,0,0.014,0,1,1,1,0,0,0,0,0,620270934371,620270934507,0.07
620270973021,completed,completed,11,1,H.264,0,0,5,5,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,620271082725,109.704,620270973021,0,0.015,0,1,1,1,0,0,0,0,0,620270972725,620270972908,0.113
620271023308,completed,completed,12,1,H.264,0,1,26,26,0,0,0,0,0,0,0,0,0,0,73,25,0,0,0,0,0,0,620271155189,131.881,620271023308,0,0.018,0,1,1,1,0,0,0,0,0,620271015189,620271015467,7.841
620271065379,completed,completed,13,1,H.264,0,1,26,26,0,0,0,0,0,0,0,0,0,0,106,25,0,0,0,0,0,0,620271197047,131.668,620271065379,0,0.02,0,1,1,1,0,0,0,0,0,620271057047,620271057255,8.124
620271106190,completed,completed,14,1,H.264,0,1,26,26,0,0,0,0,0,0,0,0,0,0,139,25,0,0,0,0,0,0,620271238411,132.221,620271106190,0,0.021,0,1,1,1,0,0,0,0,0,620271098411,620271098807,7.383
