eventTimeUs,eventName,outcome,frameId,streamId,codec,keyFrame,largeFrame,chunkCount,receivedChunks,missingChunks,fecParityPackets,fecRecoveredChunks,nackCount,postNackReceivedChunks,nackRequestedChunks,retransmitReceivedChunks,retransmitDuplicatePackets,emergencyRepairReceivedChunks,emergencyRepairDuplicatePackets,lastPacketSequence,lastPacketChunkIndex,lastRetransmitSequence,lastRetransmitChunkIndex,eventPacketSequence,eventPacketChunkIndex,eventPacketWasRetransmit,eventPacketWasEmergencyRepair,recoveryExpireTimeUs,recoverySlackMs,lastUpdateTimeUs,lastUpdateAgeMs,recentArrivalIntervalMs,likelyArrivalSuppressionCount,likelyArrivalWindowHit,likelyArrivalRecentHit,likelyArrivalTightCadenceHit,likelyArrivalFecParityHit,likelyArrivalFecRecoverableHit,keyTinyLastChanceNackSent,keyTinyLastChanceMissingChunks,keyTinyLastChanceSlackMs,sendTimeUs,firstReceiveTimeUs,ageMs
619274901295,fec-parity,pending,1,1,H.264,1,0,4,1,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,619275019725,118.43,619274864725,36.57,0,0,0,0,0,1,0,0,0,0,619274864725,619274874517,26.778
619274901295,nack-sent,pending,1,1,H.264,1,0,4,1,3,1,0,1,0,3,0,0,0,0,2,1,0,0,0,0,0,0,619275019725,118.43,619274901295,0,36.57,0,1,1,0,1,0,0,0,0,619274864725,619274874517,26.778
619274920656,retransmit-arrived,pending,1,1,H.264,1,0,4,1,3,1,0,1,1,3,1,0,0,0,12,3,12,3,12,3,1,0,619275019725,99.069,619274901295,19.361,36.57,0,0,0,0,1,0,0,0,0,619274864725,619274874517,46.139
619274920656,nack-sent,pending,1,1,H.264,1,0,4,2,2,1,0,2,1,5,1,0,0,0,12,3,12,3,0,0,0,0,619275019725,99.069,619274920656,0,19.361,0,1,1,0,1,0,0,0,0,619274864725,619274874517,46.139
619274920656,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,1,0,2,0,0,0,0,8,2,0,0,0,0,0,0,619275051129,130.473,619274908062,12.594,0,0,0,0,0,0,0,0,0,0,619274896129,619274908062,12.594
619274927138,retransmit-arrived,pending,1,1,H.264,1,0,4,2,2,1,0,2,2,5,2,0,0,0,10,0,10,0,10,0,1,0,619275019725,92.587,619274920656,6.482,19.361,0,1,1,0,1,0,0,0,0,619274864725,619274874517,52.621
619274927138,fec-recovered,pending,1,1,H.264,1,0,4,4,0,1,1,2,2,5,2,0,0,0,10,0,10,0,0,0,0,0,619275019725,92.587,619274927138,0,6.482,0,1,1,1,1,0,0,0,0,619274864725,619274874517,52.621
619274927138,completed,completed,1,1,H.264,1,0,4,4,0,1,1,2,2,5,2,0,0,0,10,0,10,0,0,0,0,0,619275019725,92.587,619274927138,0,6.482,0,1,1,1,1,0,0,0,0,619274864725,619274874517,52.621
619274932735,fec-parity,pending,2,1,H.264,1,0,3,1,2,1,0,1,0,2,0,0,0,0,8,2,0,0,0,0,0,0,619275051129,118.394,619274896129,36.606,0,0,0,0,0,1,0,0,0,0,619274896129,619274908062,24.673
619274932735,nack-sent,pending,2,1,H.264,1,0,3,1,2,1,0,2,0,4,0,0,0,0,8,2,0,0,0,0,0,0,619275051129,118.394,619274932735,0,36.606,0,1,1,0,1,0,0,0,0,619274896129,619274908062,24.673
619274950048,nack-sent,pending,2,1,H.264,1,0,3,1,2,1,0,3,0,6,0,0,0,0,8,2,0,0,0,0,0,0,619275051129,101.081,619274932735,17.313,36.606,0,0,0,0,1,0,0,0,0,619274896129,619274908062,41.986
619274970859,retransmit-arrived,pending,2,1,H.264,1,0,3,1,2,1,0,3,1,6,1,0,1,0,14,1,14,1,14,1,1,1,619275051129,80.27,619274932735,38.124,36.606,0,0,0,0,1,0,0,0,0,619274896129,619274908062,62.797
619274970859,fec-recovered,pending,2,1,H.264,1,0,3,3,0,1,1,3,1,6,1,0,1,0,14,1,14,1,0,0,0,0,619275051129,80.27,619274970859,0,38.124,0,1,1,0,1,0,0,0,0,619274896129,619274908062,62.797
619274970859,completed,completed,2,1,H.264,1,0,3,3,0,1,1,3,1,6,1,0,1,0,14,1,14,1,0,0,0,0,619275051129,80.27,619274970859,0,38.124,0,1,1,0,1,0,0,0,0,619274896129,619274908062,62.797
619274985423,retransmit-late-after-completed,completed,2,1,H.264,1,0,3,3,0,0,0,3,0,2,1,0,1,0,13,0,13,0,13,0,1,1,619275051129,65.706,619274970859,14.564,38.124,0,1,1,0,1,0,0,0,0,619274896129,619274908062,77.361
619274985423,nack-sent,pending,3,1,H.264,1,0,3,1,2,0,0,1,0,2,0,0,0,0,15,0,0,0,0,0,0,0,619275087589,102.166,619274965751,19.672,0,0,0,0,0,0,0,0,0,0,619274932589,619274965751,19.672
619274997624,nack-sent-key-tiny-early,pending,3,1,H.264,1,0,3,2,1,0,0,2,1,3,0,0,0,0,16,1,0,0,0,0,0,0,619275087589,89.965,619274991399,6.225,25.648,0,1,1,0,0,0,0,0,0,619274932589,619274965751,31.873
619274997960,retransmit-late-after-completed,completed,1,1,H.264,1,0,4,4,0,0,0,2,0,2,2,0,0,0,11,2,11,2,11,2,1,0,619275019725,21.765,619274927138,70.822,6.482,0,1,1,1,1,0,0,0,0,619274864725,619274874517,123.443
619275003870,retransmit-duplicate,pending,3,1,H.264,1,0,3,2,1,0,0,2,1,3,0,1,0,1,23,1,23,1,23,1,1,1,619275087589,83.719,619274991399,12.471,25.648,0,0,0,0,0,0,0,0,0,619274932589,619274965751,38.119
619275003870,nack-sent-key-tiny-early,pending,3,1,H.264,1,0,3,2,1,0,0,3,1,4,0,1,0,1,23,1,23,1,0,0,0,0,619275087589,83.719,619274991399,12.471,25.648,0,0,0,0,0,0,0,0,0,619274932589,619274965751,38.119
619275011156,nack-sent-key-tiny-early,pending,4,1,H.264,1,0,3,2,1,0,0,1,0,1,0,0,0,0,20,1,0,0,0,0,0,0,619275125723,114.567,619275011156,0,13.532,0,1,1,0,0,0,0,0,0,619274970723,619274997624,13.532
619275011419,retransmit-duplicate,pending,4,1,H.264,1,0,3,2,1,0,0,1,0,1,0,1,0,1,26,1,26,1,26,1,1,1,619275125723,114.304,619275011156,0.263,13.532,0,1,1,0,0,0,0,0,0,619274970723,619274997624,13.795
619275017763,completed,completed,3,1,H.264,1,0,3,3,0,0,0,3,2,4,0,1,0,1,17,2,23,1,0,0,0,0,619275087589,69.826,619275017763,0,26.364,0,1,1,0,0,0,0,0,0,619274932589,619274965751,52.012
619275017763,nack-sent-key-tiny-early,pending,4,1,H.264,1,0,3,2,1,0,0,2,0,2,0,1,0,1,26,1,26,1,0,0,0,0,619275125723,107.96,619275011156,6.607,13.532,0,1,1,0,0,0,0,0,0,619274970723,619274997624,20.139
619275025244,nack-sent-key-tiny-early,pending,4,1,H.264,1,0,3,2,1,0,0,3,0,3,0,1,0,1,26,1,26,1,0,0,0,0,619275125723,100.479,619275011156,14.088,13.532,0,0,0,0,0,0,0,0,0,619274970723,619274997624,27.62
619275032901,retransmit-arrived,pending,4,1,H.264,1,0,3,2,1,0,0,3,1,3,1,1,1,1,25,0,25,0,25,0,1,1,619275125723,92.822,619275011156,21.745,13.532,0,0,0,0,0,0,0,0,0,619274970723,619274997624,35.277
619275032901,completed,completed,4,1,H.264,1,0,3,3,0,0,0,3,1,3,1,1,1,1,25,0,25,0,0,0,0,0,619275125723,92.822,619275032901,0,21.745,0,1,1,0,0,0,0,0,0,619274970723,619274997624,35.277
619275033735,retransmit-late-after-completed,completed,3,1,H.264,1,0,3,3,0,0,0,3,0,1,0,1,0,1,24,2,24,2,24,2,1,1,619275087589,53.854,619275017763,15.972,26.364,0,1,1,0,0,0,0,0,0,619274932589,619274965751,67.984
619275039545,fec-parity,pending,5,1,H.264,0,0,3,0,3,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,619275019419,20.126,0,0,0,0,0,1,0,0,0,0,619275019419,619275039545,0
619275064704,nack-suppressed-fec-grace,pending,5,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,619275129419,64.715,619275064704,0,25.159,0,1,1,0,1,0,0,0,0,619275019419,619275039545,25.159
619275071130,nack-deferred-likely-arrival,pending,5,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,619275129419,58.289,619275064704,6.426,25.159,1,1,1,0,1,0,0,0,0,619275019419,619275039545,31.585
619275071342,fec-parity,pending,6,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,619275160853,89.511,619275050853,20.489,0,0,0,0,0,1,0,0,0,0,619275050853,619275064955,6.387
619275077424,fec-recovered,pending,5,1,H.264,0,0,3,3,0,1,1,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,619275129419,51.995,619275077424,0,12.72,1,1,1,0,1,0,0,0,0,619275019419,619275039545,37.879
619275077424,completed,completed,5,1,H.264,0,0,3,3,0,1,1,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,619275129419,51.995,619275077424,0,12.72,1,1,1,0,1,0,0,0,0,619275019419,619275039545,37.879
619275091919,nack-suppressed-fec-grace,pending,6,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,619275160853,68.934,619275071342,20.577,20.489,0,0,0,0,1,0,0,0,0,619275050853,619275064955,26.964
619275102293,nack-sent,pending,6,1,H.264,0,0,3,1,2,1,0,1,0,2,0,0,0,0,31,0,0,0,0,0,0,0,619275160853,58.56,619275071342,30.951,20.489,0,0,0,0,1,0,0,0,0,619275050853,619275064955,37.338
619275125041,nack-sent,pending,6,1,H.264,0,0,3,1,2,1,0,2,0,4,0,0,0,0,31,0,0,0,0,0,0,0,619275160853,35.812,619275071342,53.699,20.489,0,0,0,0,1,0,0,0,0,619275050853,619275064955,60.086
619275144453,fec-recovered,pending,6,1,H.264,0,0,3,3,0,1,1,2,1,4,0,0,0,0,32,1,0,0,0,0,0,0,619275160853,16.4,619275144453,0,73.111,0,1,1,0,1,0,0,0,0,619275050853,619275064955,79.498
619275144453,completed,completed,6,1,H.264,0,0,3,3,0,1,1,2,1,4,0,0,0,0,32,1,0,0,0,0,0,0,619275160853,16.4,619275144453,0,73.111,0,1,1,0,1,0,0,0,0,619275050853,619275064955,79.498
619275150804,fec-parity,pending,8,1,H.264,0,0,3,0,3,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,619275125745,25.059,0,0,0,0,0,1,0,0,0,0,619275125745,619275150804,0
619275170077,nack-suppressed-fec-grace,pending,7,1,H.264,0,0,3,2,1,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,619275202605,32.528,619275144217,25.86,12.139,0,0,0,0,0,0,0,0,0,619275092605,619275132078,37.999
619275182141,nack-sent,pending,7,1,H.264,0,0,3,2,1,0,0,1,0,1,0,0,0,0,36,1,0,0,0,0,0,0,619275202605,20.464,619275144217,37.924,12.139,0,0,0,0,0,0,0,0,0,619275092605,619275132078,50.063
619275182141,nack-suppressed-fec-grace,pending,8,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,619275235745,53.604,619275155918,26.223,5.114,0,1,0,1,1,0,0,0,0,619275125745,619275150804,31.337
619275189032,completed,completed,7,1,H.264,0,0,3,3,0,0,0,1,1,1,0,0,0,0,35,0,0,0,0,0,0,0,619275202605,13.573,619275189032,0,44.815,0,1,1,0,0,0,0,0,0,619275092605,619275132078,56.954
619275189032,nack-deferred-likely-arrival,pending,8,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,619275235745,46.713,619275155918,33.114,5.114,1,1,0,1,1,0,0,0,0,619275125745,619275150804,38.228
619275195643,nack-deferred-likely-arrival,pending,8,1,H.264,0,0,3,1,2,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,619275235745,40.102,619275155918,39.725,5.114,2,1,0,1,1,0,0,0,0,619275125745,619275150804,44.839
619275196013,completed,completed,9,1,H.264,0,0,3,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,619275265764,69.751,619275196013,0,0.37,0,1,1,1,0,0,0,0,0,619275155764,619275170077,25.936
