eventTimeUs,eventName,outcome,frameId,streamId,codec,keyFrame,largeFrame,chunkCount,receivedChunks,missingChunks,fecParityPackets,fecRecoveredChunks,nackCount,postNackReceivedChunks,nackRequestedChunks,retransmitReceivedChunks,retransmitDuplicatePackets,emergencyRepairReceivedChunks,emergencyRepairDuplicatePackets,lastPacketSequence,lastPacketChunkIndex,lastRetransmitSequence,lastRetransmitChunkIndex,eventPacketSequence,eventPacketChunkIndex,eventPacketWasRetransmit,eventPacketWasEmergencyRepair,recoveryExpireTimeUs,recoverySlackMs,lastUpdateTimeUs,lastUpdateAgeMs,recentArrivalIntervalMs,likelyArrivalSuppressionCount,likelyArrivalWindowHit,likelyArrivalRecentHit,likelyArrivalTightCadenceHit,likelyArrivalFecParityHit,likelyArrivalFecRecoverableHit,keyTinyLastChanceNackSent,keyTinyLastChanceMissingChunks,keyTinyLastChanceSlackMs,sendTimeUs,firstReceiveTimeUs,ageMs
618835809298,nack-sent,pending,1,1,H.264,1,0,4,2,2,0,0,1,0,2,0,0,0,0,4,3,0,0,0,0,0,0,618835922150,112.852,618835796527,12.771,6.641,0,1,0,1,0,0,0,0,0,618835767150,618835789886,19.412
618835815611,fec-parity,pending,1,1,H.264,1,0,4,2,2,1,0,1,0,2,0,0,0,0,4,3,0,0,0,0,0,0,618835922150,106.539,618835767150,48.461,6.641,0,1,0,1,1,0,0,0,0,618835767150,618835789886,25.725
618835825073,nack-sent,pending,1,1,H.264,1,0,4,2,2,1,0,2,0,4,0,0,0,0,4,3,0,0,0,0,0,0,618835922150,97.077,618835815611,9.462,48.461,0,0,0,0,1,0,0,0,0,618835767150,618835789886,35.187
618835825073,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,1,0,2,0,0,0,0,10,2,0,0,0,0,0,0,618835960533,135.46,618835809298,15.775,0,0,0,0,0,0,0,0,0,0,618835805533,618835809298,15.775
618835828272,retransmit-arrived,pending,1,1,H.264,1,0,4,2,2,1,0,2,1,4,1,0,1,0,6,0,6,0,6,0,1,1,618835922150,93.878,618835815611,12.661,48.461,0,0,0,0,1,0,0,0,0,618835767150,618835789886,38.386
618835828272,fec-recovered,pending,1,1,H.264,1,0,4,4,0,1,1,2,1,4,1,0,1,0,6,0,6,0,0,0,0,0,618835922150,93.878,618835828272,0,12.661,0,1,1,0,1,0,0,0,0,618835767150,618835789886,38.386
618835828272,completed,completed,1,1,H.264,1,0,4,4,0,1,1,2,1,4,1,0,1,0,6,0,6,0,0,0,0,0,618835922150,93.878,618835828272,0,12.661,0,1,1,0,1,0,0,0,0,618835767150,618835789886,38.386
618835834834,retransmit-late-after-completed,completed,1,1,H.264,1,0,4,4,0,0,0,2,0,2,1,0,1,0,7,2,7,2,7,2,1,1,618835922150,87.316,618835828272,6.562,12.661,0,1,1,0,1,0,0,0,0,618835767150,618835789886,44.948
618835834834,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,2,0,4,0,0,0,0,10,2,0,0,0,0,0,0,618835960533,125.699,618835809298,25.536,0,0,0,0,0,0,0,0,0,0,618835805533,618835809298,25.536
618835849038,nack-sent,pending,2,1,H.264,1,0,3,1,2,0,0,3,0,6,0,0,0,0,10,2,0,0,0,0,0,0,618835960533,111.495,618835809298,39.74,0,0,0,0,0,0,0,0,0,0,618835805533,618835809298,39.74
618835854572,fec-parity,pending,2,1,H.264,1,0,3,1,2,1,0,3,0,6,0,0,0,0,10,2,0,0,0,0,0,0,618835960533,105.961,618835805533,49.039,0,0,0,0,0,1,0,0,0,0,618835805533,618835809298,45.274
618835873402,nack-sent,pending,3,1,H.264,1,0,3,1,2,0,0,1,0,2,0,0,0,0,14,0,0,0,0,0,0,0,618835997785,124.383,618835854770,18.632,0,0,0,0,0,0,0,0,0,0,618835842785,618835854770,18.632
618835879646,fec-recovered,pending,2,1,H.264,1,0,3,3,0,1,1,3,1,6,0,0,0,0,8,0,0,0,0,0,0,0,618835960533,80.887,618835879646,0,25.074,0,1,1,0,1,0,0,0,0,618835805533,618835809298,70.348
618835879646,completed,completed,2,1,H.264,1,0,3,3,0,1,1,3,1,6,0,0,0,0,8,0,0,0,0,0,0,0,618835960533,80.887,618835879646,0,25.074,0,1,1,0,1,0,0,0,0,618835805533,618835809298,70.348
618835880294,retransmit-late-after-completed,completed,2,1,H.264,1,0,3,3,0,0,0,3,0,2,0,0,0,0,12,0,12,0,12,0,1,1,618835960533,80.239,618835879646,0.648,25.074,0,1,1,0,1,0,0,0,0,618835805533,618835809298,70.996
618835892370,fec-parity,pending,3,1,H.264,1,0,3,1,2,1,0,1,0,2,0,0,0,0,14,0,0,0,0,0,0,0,618835997785,105.415,618835842785,49.585,0,0,0,0,0,1,0,0,0,0,618835842785,618835854770,37.6
618835892370,nack-sent,pending,3,1,H.264,1,0,3,1,2,1,0,2,0,4,0,0,0,0,14,0,0,0,0,0,0,0,618835997785,105.415,618835892370,0,49.585,0,1,1,0,1,0,0,0,0,618835842785,618835854770,37.6
